"","trust_government","health_satisfaction","transport_satisfaction","admin_satisfaction","social_satisfaction","financial_satisfaction","food_markets_satisfaction","non_food_markets_satisfaction"
"8557",1,NA,2,NA,NA,-2,-1,-1
"8558",1,NA,NA,NA,NA,0,0,NA
"8559",-2,-1,0,NA,NA,1,-1,-1
"8560",-2,-2,0,NA,NA,2,2,1
"8561",-2,NA,1,NA,NA,2,-1,-1
"8562",1,-1,0,-2,NA,-1,0,0
"8563",-2,NA,1,NA,NA,-1,0,-2
"8564",-2,NA,1,NA,NA,NA,-2,-2
"8565",-2,NA,1,NA,1,-1,-1,-2
"8566",-2,1,1,NA,NA,NA,-2,-2
"8567",-2,NA,1,-1,1,-1,-2,-2
"8568",-2,-2,-2,NA,NA,-1,1,1
"8569",-1,0,1,NA,NA,2,2,-1
"8570",-2,NA,1,NA,NA,-1,-1,1
"8571",2,1,1,NA,NA,1,2,2
"8572",1,NA,NA,2,NA,-1,1,1
"8573",-1,-2,NA,NA,NA,1,-1,-1
"8574",-2,NA,NA,NA,-2,1,-1,-1
"8575",-1,-1,1,1,2,1,1,1
"8576",-1,NA,1,NA,NA,1,1,-1
"8577",-2,NA,NA,NA,NA,1,1,1
"8578",-2,NA,NA,NA,NA,1,1,1
"8579",0,-1,NA,NA,NA,1,1,1
"8580",-2,NA,-1,NA,NA,2,2,2
"8581",1,-1,0,NA,NA,1,1,-1
"8582",-2,-1,-1,NA,NA,2,1,1
"8583",0,NA,1,NA,NA,2,2,1
"8584",1,1,-1,NA,NA,1,1,1
"8585",-1,0,1,-1,NA,2,1,-1
"8586",2,2,NA,NA,NA,2,2,1
"8587",1,NA,1,NA,NA,-1,1,1
"8588",1,NA,-1,NA,NA,-1,-1,-1
"8589",-2,NA,NA,NA,NA,2,1,1
"8590",-1,-1,NA,NA,NA,2,-1,-1
"8591",1,1,NA,NA,NA,2,-2,-1
"8592",-2,NA,1,NA,NA,2,1,1
"8593",-1,-1,NA,NA,NA,1,1,1
"8594",-2,-1,1,NA,NA,1,1,1
"8595",-2,NA,NA,NA,NA,NA,1,1
"8596",-2,NA,NA,-1,NA,2,2,2
"8597",-2,-1,-1,NA,NA,2,2,2
"8598",2,NA,-1,NA,NA,2,2,NA
"8599",2,NA,NA,NA,NA,2,2,NA
"8600",2,NA,-2,NA,NA,2,2,2
"8601",-2,-1,-2,NA,NA,2,-2,-2
"8602",-1,NA,2,2,NA,2,2,2
"8603",2,NA,2,2,NA,2,1,1
"8604",0,NA,1,NA,NA,2,2,2
"8605",1,NA,2,NA,NA,2,1,2
"8606",2,NA,1,NA,NA,2,-1,1
"8607",0,NA,2,NA,NA,2,-2,0
"8608",1,-1,1,NA,NA,2,2,2
"8609",-2,NA,2,NA,NA,2,2,2
"8610",1,2,NA,NA,1,-1,NA,NA
"8611",-2,NA,0,1,NA,2,0,0
"8612",-2,NA,0,-1,NA,2,-1,-1
"8613",-2,-2,-1,NA,NA,-1,-1,-1
"8614",2,-2,-2,NA,NA,2,0,2
"8615",1,0,1,NA,NA,2,2,2
"8616",-1,NA,-1,NA,NA,2,-1,-1
"8617",-1,NA,2,NA,NA,2,2,1
"8618",0,0,1,NA,NA,-1,-1,-1
"8619",1,0,NA,2,NA,2,-1,-1
"8620",-2,NA,-2,NA,NA,2,-2,-2
"8621",1,NA,-2,NA,NA,-1,2,-2
"8622",1,NA,0,NA,NA,1,1,1
"8623",-1,1,NA,NA,NA,1,1,1
"8624",-2,NA,0,NA,NA,0,1,NA
"8625",-2,1,NA,NA,NA,1,1,-1
"8626",-2,NA,NA,NA,NA,1,1,-1
"8627",1,NA,NA,NA,NA,0,1,-1
"8628",-1,NA,0,1,NA,2,-1,2
"8629",0,NA,2,2,NA,2,2,2
"8630",-2,NA,1,NA,NA,1,2,1
"8631",0,NA,0,NA,NA,0,1,1
"8632",0,NA,NA,0,NA,2,1,1
"8633",1,NA,1,2,NA,2,0,0
"8634",1,NA,NA,NA,NA,NA,-1,-1
"8635",0,NA,NA,NA,NA,NA,-2,-2
"8636",-2,-1,-1,NA,NA,-1,-1,-1
"8637",-2,NA,-1,NA,NA,1,0,0
"8638",0,NA,-1,NA,NA,0,2,1
"8639",1,NA,NA,NA,NA,1,NA,NA
"8640",-2,-1,-1,-1,NA,2,-1,1
"8641",-2,NA,1,NA,NA,2,2,2
"8642",2,-2,1,NA,NA,2,1,1
"8643",2,NA,2,2,NA,2,2,2
"8644",-2,-2,2,2,NA,2,2,2
"8645",2,2,2,NA,NA,2,2,1
"8646",2,2,2,2,NA,2,2,2
"8647",-2,NA,-2,NA,NA,1,1,1
"8648",-2,1,1,NA,NA,1,1,1
"8649",1,-2,-2,NA,NA,2,1,1
"8650",-2,NA,0,NA,NA,0,2,2
"8651",-2,NA,-2,NA,NA,2,1,1
"8652",-2,NA,0,NA,NA,2,1,1
"8653",2,NA,-1,NA,NA,2,1,1
"8654",1,NA,-1,NA,NA,NA,1,NA
"8655",2,1,1,NA,NA,2,2,2
"8656",2,-2,1,NA,NA,2,2,2
"8657",2,NA,2,NA,NA,0,1,1
"8658",2,NA,-2,NA,NA,-1,1,-2
"8659",-2,-2,-2,1,NA,NA,-2,-2
"8660",0,-1,NA,NA,NA,NA,1,1
"8661",-2,NA,1,NA,NA,NA,1,1
"8662",0,1,1,NA,NA,-1,1,-2
"8663",1,NA,NA,NA,NA,1,1,1
"8664",1,-1,NA,1,NA,-1,-1,-2
"8665",-2,NA,NA,1,NA,NA,1,1
"8666",-2,NA,NA,NA,NA,NA,1,1
"8667",2,1,1,NA,NA,-1,1,-1
"8668",2,0,NA,1,NA,2,1,1
"8669",-2,NA,NA,NA,NA,2,-1,1
"8670",-2,2,-2,NA,NA,2,2,-2
"8671",-2,NA,NA,NA,NA,NA,2,2
"8672",-2,NA,NA,NA,NA,-2,2,2
"8673",1,NA,2,2,NA,2,2,2
"8674",-2,-1,-2,0,NA,-2,-1,2
"8675",0,2,NA,NA,NA,2,2,2
"8676",1,0,-1,NA,NA,-1,-1,-1
"8677",1,NA,-1,NA,NA,-1,-1,1
"8678",1,0,NA,NA,NA,-1,-1,-1
"8679",1,2,NA,NA,NA,1,-1,-1
"8680",1,NA,-1,NA,NA,-1,-1,-1
"8681",-1,-1,-1,NA,NA,NA,-1,-1
"8682",-2,NA,-1,NA,NA,NA,-1,-1
"8683",-2,NA,-2,NA,NA,NA,-2,-2
"8684",1,NA,-1,NA,NA,-1,1,1
"8685",-2,-1,-1,0,NA,-1,1,1
"8686",-2,NA,1,NA,NA,0,2,2
"8687",1,NA,1,NA,NA,2,2,2
"8688",1,-1,NA,2,NA,-1,2,1
"8689",1,-1,NA,2,2,-1,2,2
"8690",-2,-1,-1,-1,NA,-1,-1,-2
"8691",-2,-1,NA,NA,NA,-1,1,-1
"8692",2,NA,NA,NA,NA,2,2,2
"8693",0,NA,NA,NA,NA,2,-1,NA
"8694",0,NA,NA,NA,NA,1,1,1
"8695",1,1,0,NA,NA,1,1,1
"8696",2,NA,-1,NA,NA,1,-1,-1
"8697",1,1,0,NA,NA,1,-1,-1
"8698",-2,NA,-1,NA,NA,1,-1,-1
"8699",1,1,0,NA,NA,1,-1,-1
"8700",-2,NA,-1,2,NA,2,1,2
"8701",1,NA,1,NA,NA,2,-1,2
"8702",-2,-2,-2,2,NA,2,0,0
"8703",2,2,2,1,NA,2,-1,0
"8704",0,2,1,NA,NA,-1,2,NA
"8705",-1,NA,-2,NA,NA,-1,-1,-1
"8706",-2,NA,-1,2,NA,-1,-1,-1
"8707",-2,-2,-1,NA,NA,-2,1,0
"8708",0,2,NA,NA,NA,0,2,0
"8709",0,-1,2,NA,NA,0,-1,-1
"8710",-2,NA,NA,NA,NA,-2,0,0
"8711",-2,NA,NA,NA,NA,NA,1,1
"8712",-2,-1,NA,NA,NA,NA,1,1
"8713",-2,NA,NA,NA,NA,NA,-1,-1
"8714",-2,NA,NA,NA,NA,1,NA,NA
"8715",-2,NA,1,NA,NA,1,1,1
"8716",-2,0,1,NA,1,1,1,1
"8717",-1,1,1,NA,NA,2,-2,NA
"8718",1,NA,-2,-1,NA,2,2,-1
"8719",2,-2,1,NA,NA,2,1,1
"8720",1,1,0,NA,NA,-1,2,-1
"8721",2,-2,1,2,NA,2,1,2
"8722",2,1,-1,NA,1,1,1,0
"8723",0,1,NA,NA,NA,-1,1,1
"8724",0,NA,-1,NA,NA,1,1,1
"8725",0,NA,NA,-1,NA,1,1,1
"8726",1,NA,NA,NA,1,1,1,1
"8727",-2,NA,-1,NA,NA,-1,-1,-1
"8728",-2,-2,NA,NA,NA,-2,-2,-2
"8729",-2,-1,1,NA,NA,-2,-1,-2
"8730",0,-1,1,NA,NA,-1,1,NA
"8731",-1,NA,NA,NA,NA,1,1,1
"8732",1,NA,1,2,NA,2,1,0
"8733",-2,NA,-1,NA,NA,2,-1,2
"8734",2,NA,1,NA,NA,2,1,2
"8735",-2,NA,-1,NA,NA,2,-1,-1
"8736",-2,NA,1,1,NA,1,0,0
"8737",-2,NA,2,NA,NA,1,2,2
"8738",-2,NA,-2,2,NA,2,0,0
"8739",-2,-1,-2,NA,NA,2,2,-1
"8740",0,2,-2,NA,NA,2,-1,-1
"8741",2,-1,-2,NA,NA,2,2,2
"8742",-2,NA,-2,NA,NA,2,2,2
"8743",-2,2,-1,2,NA,2,2,2
"8744",1,-2,-2,-2,NA,1,-1,1
"8745",-2,NA,1,NA,NA,1,-1,1
"8746",-2,-2,1,NA,NA,1,1,1
"8747",-2,-2,-2,NA,NA,-2,-2,1
"8748",2,NA,-1,NA,NA,0,1,1
"8749",1,2,1,NA,NA,1,1,1
"8750",-2,-1,1,NA,NA,NA,-1,-1
"8751",-2,NA,-1,NA,NA,NA,-1,-1
"8752",-2,1,-1,-1,NA,-2,0,-1
"8753",-2,NA,-1,1,NA,1,1,-1
"8754",-2,NA,0,NA,NA,-1,1,-1
"8755",-2,NA,0,1,NA,-1,1,-1
"8756",-2,NA,-1,NA,NA,-1,1,-1
"8757",2,NA,2,NA,NA,-2,1,0
"8758",0,NA,0,NA,NA,NA,1,1
"8759",-2,NA,NA,NA,NA,1,2,NA
"8760",0,NA,NA,NA,NA,1,1,1
"8761",2,2,NA,NA,NA,2,2,NA
"8762",-2,-1,NA,1,NA,1,1,NA
"8763",2,1,2,NA,NA,-1,2,-1
"8764",-2,NA,1,NA,1,2,1,1
"8765",2,0,0,0,NA,-1,0,0
"8766",-2,NA,-1,NA,NA,1,1,1
"8767",-2,NA,NA,NA,1,-1,1,1
"8768",1,NA,2,NA,NA,2,2,2
"8769",-2,NA,0,NA,NA,1,1,1
"8770",-2,-1,2,2,NA,2,2,2
"8771",1,-2,2,1,NA,2,-1,-1
"8772",2,2,2,2,NA,NA,2,2
"8773",-2,NA,2,NA,NA,2,2,2
"8774",-2,-1,-1,NA,NA,1,1,1
"8775",1,-2,-2,NA,NA,-2,1,1
"8776",-2,-2,-2,NA,NA,1,1,1
"8777",-2,-2,-2,NA,NA,-1,1,1
"8778",-2,-2,1,NA,NA,-1,-2,-2
"8779",-2,-1,1,1,NA,-1,1,1
"8780",-2,1,1,NA,NA,-1,-1,1
"8781",-2,1,1,NA,NA,-1,-1,2
"8782",-2,NA,1,NA,NA,1,1,1
"8783",-2,-1,1,-1,NA,-1,1,1
"8784",2,NA,0,NA,NA,1,2,2
"8785",-2,1,NA,NA,NA,-1,2,2
"8786",0,NA,NA,NA,NA,NA,-2,-2
"8787",-2,-2,1,NA,NA,1,1,-1
"8788",1,NA,2,NA,NA,2,1,2
"8789",1,1,2,NA,NA,1,1,0
"8790",-1,NA,1,NA,NA,2,2,2
"8791",2,NA,2,NA,NA,2,2,2
"8792",-2,NA,2,2,NA,2,2,2
"8793",1,NA,2,NA,NA,2,2,2
"8794",0,NA,NA,NA,NA,NA,-1,-1
"8795",0,-1,1,NA,NA,NA,-1,-1
"8796",1,1,1,NA,NA,0,1,-1
"8797",0,NA,NA,NA,NA,NA,-1,-1
"8798",2,NA,0,NA,NA,1,0,-1
"8799",1,NA,NA,NA,NA,-2,-1,-2
"8800",1,NA,2,NA,NA,2,2,2
"8801",2,NA,NA,NA,NA,2,2,2
"8802",2,1,NA,NA,NA,2,2,2
"8803",2,NA,NA,NA,NA,-1,-1,2
"8804",2,NA,NA,NA,NA,2,-1,2
"8805",2,2,NA,NA,NA,2,0,1
"8806",-2,-1,2,NA,NA,2,-1,2
"8807",-2,1,-1,1,NA,1,1,1
"8808",0,NA,NA,NA,NA,-2,1,1
"8809",2,-2,NA,1,NA,1,1,1
"8810",-2,-1,-1,NA,NA,-1,1,1
"8811",1,NA,1,NA,NA,-1,-1,-2
"8812",-2,1,NA,1,NA,1,1,1
"8813",1,-1,-1,NA,NA,-1,-1,-1
"8814",0,-1,1,NA,NA,1,-1,-2
"8815",-2,-1,0,NA,NA,1,-2,-2
"8816",-2,-1,NA,NA,NA,1,-2,-2
"8817",-1,NA,NA,NA,NA,0,-2,-2
"8818",-1,-1,0,NA,NA,2,1,1
"8819",2,NA,NA,NA,NA,2,1,1
"8820",1,-1,0,2,NA,2,2,2
"8821",-2,NA,1,1,1,2,-1,-1
"8822",-1,-1,1,2,NA,2,2,2
"8823",-2,1,2,NA,NA,2,-1,-1
"8824",1,0,2,NA,NA,2,2,-2
"8825",-2,NA,2,NA,NA,2,2,NA
"8826",-2,-2,NA,NA,NA,NA,-1,-1
"8827",1,1,-2,1,NA,-1,-1,-1
"8828",-2,NA,NA,NA,NA,1,1,1
"8829",-2,NA,NA,NA,NA,2,1,1
"8830",-2,NA,-1,NA,NA,1,1,1
"8831",0,NA,NA,2,NA,2,2,2
"8832",-1,-1,NA,NA,NA,2,-1,1
"8833",1,NA,NA,NA,NA,2,-1,0
"8834",0,-1,NA,NA,NA,2,-1,0
"8835",1,-1,-1,2,NA,1,1,1
"8836",1,-1,1,NA,NA,-1,-1,-1
"8837",1,NA,-1,NA,NA,1,-1,-1
"8838",1,-1,-2,NA,NA,-1,-1,-1
"8839",-2,1,-1,NA,NA,1,-1,-1
"8840",1,NA,-1,NA,NA,-1,-1,-1
"8841",1,NA,-1,NA,NA,-1,-1,-1
"8842",0,0,NA,NA,NA,NA,0,-2
"8843",1,NA,NA,NA,NA,1,-1,1
"8844",-2,NA,-1,NA,NA,0,-1,-1
"8845",0,NA,NA,NA,NA,-1,0,-1
"8846",0,NA,NA,NA,1,1,1,1
"8847",1,1,NA,NA,1,1,2,2
"8848",1,-2,NA,NA,NA,0,1,1
"8849",0,0,-2,NA,NA,1,1,1
"8850",0,NA,NA,NA,NA,2,1,1
"8851",-1,NA,NA,NA,NA,2,0,0
"8852",1,NA,NA,NA,NA,2,1,1
"8853",0,0,NA,NA,NA,1,1,1
"8854",-1,NA,1,NA,NA,2,2,1
"8855",2,NA,0,NA,NA,NA,NA,NA
"8856",-1,NA,-2,NA,NA,1,1,1
"8857",1,NA,1,-1,NA,2,-1,-1
"8858",2,NA,NA,NA,NA,0,2,2
"8859",2,NA,0,NA,NA,0,1,1
"8860",-2,NA,NA,NA,NA,2,-1,-1
"8861",-2,-1,0,1,1,1,-1,-1
"8862",-2,1,NA,NA,NA,2,1,1
"8863",0,NA,NA,NA,NA,1,-1,1
"8864",-1,NA,0,NA,NA,2,1,1
"8865",-2,-1,1,NA,NA,2,1,1
"8866",-2,-2,NA,NA,NA,2,2,2
"8867",1,1,NA,2,NA,2,2,2
"8868",-2,NA,NA,NA,NA,2,2,2
"8869",2,NA,NA,NA,NA,2,2,2
"8870",2,NA,NA,NA,NA,1,2,2
"8871",-1,NA,NA,-1,NA,1,0,0
"8872",-2,NA,NA,NA,NA,2,2,2
"8873",2,-1,-1,-1,NA,-2,2,2
"8874",-2,-2,2,NA,NA,1,1,1
"8875",-2,-1,NA,-1,NA,-1,0,2
"8876",-2,-1,NA,NA,NA,0,1,1
"8877",-2,2,NA,NA,NA,-2,2,2
"8878",-1,NA,NA,NA,NA,2,2,-1
"8879",-2,NA,NA,NA,NA,2,1,1
"8880",1,-2,NA,NA,NA,2,2,2
"8881",1,-1,NA,NA,NA,2,-2,-2
"8882",-1,-2,NA,NA,NA,2,-2,-2
"8883",-2,-2,NA,NA,NA,2,-2,-2
"8884",0,-1,NA,NA,NA,1,1,NA
"8885",1,NA,-1,NA,1,2,-2,-2
"8886",-1,NA,1,NA,NA,1,1,1
"8887",-1,NA,NA,NA,NA,1,1,1
"8888",0,NA,NA,NA,NA,1,1,1
"8889",0,NA,NA,NA,NA,-1,-1,-1
"8890",1,2,1,-1,NA,-1,1,1
"8891",2,NA,2,NA,NA,1,2,2
"8892",-1,NA,2,0,2,2,0,0
"8893",0,-1,2,NA,0,2,1,1
"8894",-2,NA,2,1,NA,2,2,1
"8895",0,1,1,NA,NA,2,2,2
"8896",-2,NA,2,NA,NA,-1,2,2
"8897",-2,-1,1,NA,NA,2,2,2
"8898",-2,NA,1,NA,NA,1,1,-1
"8899",2,-1,2,1,NA,1,1,-1
"8900",0,NA,2,NA,NA,1,2,-1
"8901",1,1,2,NA,NA,-1,1,1
"8902",1,1,1,NA,NA,1,0,0
"8903",-1,NA,1,-1,NA,0,1,1
"8904",-2,-1,NA,-1,NA,NA,-2,-2
"8905",1,NA,2,NA,NA,-1,2,2
"8906",2,NA,1,-1,NA,2,1,1
"8907",2,NA,NA,NA,NA,1,1,1
"8908",2,-1,1,NA,1,1,-1,-1
"8909",-2,1,NA,NA,NA,1,1,1
"8910",0,NA,NA,NA,NA,0,-1,-1
"8911",1,-1,NA,2,NA,1,-1,-1
"8912",-2,NA,2,NA,NA,2,-1,1
"8913",-2,NA,2,2,NA,2,1,1
"8914",-2,NA,2,1,NA,1,-2,-2
"8915",-2,NA,2,NA,NA,1,-2,-2
"8916",-2,-2,1,NA,NA,-2,-2,1
"8917",1,-1,-1,NA,NA,2,-1,1
"8918",-2,NA,1,NA,NA,1,1,-1
"8919",-2,NA,2,NA,NA,1,-1,1
"8920",-2,NA,1,1,NA,1,1,-1
"8921",-2,NA,1,NA,NA,1,1,-2
"8922",1,NA,-1,NA,NA,-1,1,-1
"8923",-2,1,1,1,NA,1,1,-1
"8924",-2,NA,1,1,NA,1,1,-1
"8925",-2,NA,0,1,NA,-2,1,-1
"8926",1,NA,NA,NA,NA,1,-1,NA
"8927",2,NA,NA,1,NA,0,2,-1
"8928",1,NA,-1,NA,NA,-1,1,-1
"8929",1,1,NA,NA,NA,1,1,1
"8930",1,2,2,NA,NA,-1,1,1
"8931",2,NA,NA,NA,NA,-1,-1,-1
"8932",0,NA,1,NA,NA,2,1,2
"8933",0,NA,NA,1,NA,2,2,2
"8934",0,1,1,NA,NA,1,2,2
"8935",-2,1,0,NA,NA,1,2,2
"8936",0,NA,0,NA,NA,NA,1,1
"8937",-1,NA,2,2,NA,2,2,2
"8938",-1,NA,2,2,NA,2,1,1
"8939",0,NA,2,NA,NA,1,2,2
"8940",-2,NA,1,NA,NA,2,-1,2
"8941",2,NA,2,NA,NA,2,2,2
"8942",1,-1,2,NA,NA,2,2,2
"8943",-2,NA,2,NA,NA,2,2,1
"8944",2,2,1,NA,NA,2,2,-1
"8945",-1,NA,2,2,NA,2,2,2
"8946",2,2,2,-1,NA,1,1,1
"8947",-2,NA,2,NA,NA,2,2,2
"8948",2,2,2,2,NA,2,1,1
"8949",1,2,0,-1,NA,2,2,-1
"8950",-2,-1,2,2,NA,2,-1,-1
"8951",2,NA,2,2,NA,2,2,2
"8952",2,0,2,NA,NA,2,-1,-1
"8953",0,NA,2,NA,NA,2,2,2
"8954",2,-1,2,NA,NA,2,2,-1
"8955",-2,-1,2,NA,NA,2,-1,-2
"8956",2,NA,NA,NA,2,2,2,2
"8957",0,NA,0,NA,NA,1,1,-1
"8958",1,0,NA,2,NA,-1,2,-1
"8959",-1,NA,2,NA,1,0,2,2
"8960",1,1,2,1,NA,-1,2,2
"8961",-2,NA,2,-1,NA,-1,2,2
"8962",1,NA,1,NA,NA,1,-1,-1
"8963",1,NA,0,NA,NA,2,1,1
"8964",1,1,1,NA,NA,-1,1,1
"8965",1,NA,0,NA,NA,-1,1,1
"8966",1,1,0,NA,NA,0,-1,-1
"8967",1,NA,1,NA,NA,1,-1,-1
"8968",1,1,0,NA,NA,1,-1,-1
"8969",0,NA,NA,NA,NA,1,1,1
"8970",-2,NA,NA,NA,NA,1,1,1
"8971",-2,-1,-2,NA,NA,1,1,1
"8972",-2,-1,-2,NA,NA,1,1,1
"8973",0,NA,NA,NA,NA,1,-2,-2
"8974",-2,NA,1,NA,NA,NA,-2,-2
"8975",-2,NA,1,1,NA,1,1,1
"8976",-2,2,2,2,NA,-2,-1,1
"8977",2,NA,-1,NA,NA,-2,2,2
"8978",-2,-2,-1,NA,NA,2,-1,2
"8979",-2,-1,-2,2,NA,1,-1,2
"8980",-2,NA,-2,NA,NA,2,2,2
"8981",-2,-2,0,-1,NA,2,2,2
"8982",-2,NA,0,NA,NA,-1,-2,-2
"8983",-2,NA,NA,NA,NA,-1,1,1
"8984",0,0,NA,NA,NA,0,0,0
"8985",-2,1,1,NA,NA,0,1,1
"8986",-2,NA,1,NA,NA,1,1,1
"8987",-2,NA,0,NA,NA,0,1,1
"8988",0,NA,0,NA,NA,0,1,1
"8989",1,NA,1,NA,NA,1,-1,-1
"8990",1,NA,-1,NA,NA,1,-1,-1
"8991",1,NA,0,NA,NA,NA,1,1
"8992",1,NA,0,NA,NA,NA,1,1
"8993",1,NA,0,NA,NA,2,1,1
"8994",1,NA,NA,NA,NA,NA,1,0
"8995",1,NA,0,NA,NA,1,1,1
"8996",-2,NA,NA,NA,NA,2,-1,1
"8997",1,-2,1,-1,NA,1,1,1
"8998",-2,-1,NA,NA,NA,1,1,1
"8999",0,1,1,1,1,2,1,1
"9000",0,-1,NA,NA,NA,1,-2,-2
"9001",1,NA,NA,NA,NA,1,1,1
"9002",-1,-2,NA,NA,NA,2,-2,-2
"9003",1,-2,NA,NA,NA,1,-2,-2
"9004",-2,NA,NA,NA,NA,NA,-2,-2
"9005",0,NA,NA,NA,NA,0,-1,-2
"9006",0,NA,NA,NA,NA,0,-2,-2
"9007",-2,NA,NA,2,NA,0,-2,-2
"9008",0,NA,NA,NA,NA,0,0,0
"9009",1,NA,NA,NA,NA,2,2,1
"9010",0,NA,NA,NA,NA,0,0,0
"9011",-2,NA,NA,NA,NA,1,1,1
"9012",-1,NA,NA,NA,NA,1,2,2
"9013",-2,-2,NA,-2,NA,NA,1,1
"9014",-2,-1,NA,NA,NA,2,1,1
"9015",-2,NA,NA,NA,NA,2,-1,-1
"9016",-2,1,NA,NA,NA,2,1,1
"9017",1,NA,NA,NA,NA,NA,1,1
"9018",-1,-1,-1,1,NA,1,1,1
"9019",-1,NA,NA,NA,NA,1,1,1
"9020",-1,-2,NA,NA,NA,-2,1,-1
"9021",1,NA,NA,NA,NA,1,1,-1
"9022",-1,-1,NA,NA,NA,1,1,-2
"9023",-2,NA,NA,NA,NA,-1,-1,-1
"9024",2,1,1,2,NA,-1,-1,-1
"9025",2,-2,-1,NA,1,-1,-2,0
"9026",0,NA,1,NA,NA,2,1,0
"9027",2,NA,2,NA,NA,2,1,NA
"9028",-2,2,1,1,NA,2,2,-1
"9029",1,-1,1,NA,NA,2,-1,-1
"9030",-2,NA,1,NA,NA,-1,-1,-1
"9031",1,NA,NA,NA,NA,-1,-2,-2
"9032",1,NA,NA,NA,NA,-2,-2,-2
"9033",-1,1,NA,2,NA,2,2,2
"9034",1,-1,NA,-1,NA,2,1,1
"9035",1,2,NA,NA,2,2,-2,-2
"9036",-1,NA,2,2,NA,2,2,2
"9037",0,NA,1,NA,NA,2,2,2
"9038",-1,NA,1,NA,NA,2,2,1
"9039",0,NA,1,2,NA,2,1,1
"9040",-1,NA,1,NA,NA,1,-1,-1
"9041",-1,1,0,NA,NA,0,1,1
"9042",-1,NA,0,NA,NA,2,2,2
"9043",-2,NA,NA,NA,NA,2,0,0
"9044",1,-1,NA,0,NA,1,1,1
"9045",-2,-1,-1,NA,NA,2,-1,-1
"9046",-2,1,-1,NA,NA,1,1,1
"9047",0,NA,-1,NA,0,2,1,0
"9048",1,0,1,NA,NA,1,1,1
"9049",0,0,NA,NA,2,2,0,0
"9050",-2,NA,1,NA,NA,2,-1,-1
"9051",-2,-1,2,NA,NA,1,0,0
"9052",-1,NA,2,NA,NA,0,1,1
"9053",1,0,2,0,NA,1,1,1
"9054",1,1,2,NA,NA,1,1,1
"9055",-2,NA,2,NA,NA,1,0,0
"9056",0,NA,2,2,NA,1,1,1
"9057",-2,NA,-1,NA,NA,1,-1,-1
"9058",-2,0,-1,NA,NA,1,-1,-1
"9059",1,NA,-1,NA,NA,1,-1,-1
"9060",1,NA,-1,NA,NA,1,-1,-1
"9061",1,NA,0,NA,NA,2,-1,-1
"9062",1,NA,-1,NA,NA,1,1,1
"9063",-2,-1,-1,NA,NA,1,-1,-1
"9064",1,0,NA,NA,NA,1,2,2
"9065",1,NA,-1,1,NA,1,2,1
"9066",1,1,0,NA,NA,2,2,2
"9067",-2,1,1,NA,NA,1,2,2
"9068",0,NA,NA,NA,NA,2,2,2
"9069",0,1,NA,NA,NA,2,2,2
"9070",1,-2,1,NA,NA,2,1,-1
"9071",1,-1,0,1,NA,2,-1,1
"9072",0,-2,-1,-1,NA,2,-1,-1
"9073",-2,-1,-1,-1,NA,2,-2,-2
"9074",0,NA,0,0,NA,1,-1,NA
"9075",-1,0,0,NA,NA,-1,-2,-2
"9076",-2,NA,-1,NA,NA,2,-1,-1
"9077",1,NA,-1,NA,NA,2,0,0
"9078",2,1,1,NA,2,2,-1,-1
"9079",-1,1,1,NA,-1,2,2,2
"9080",1,-1,1,NA,NA,2,1,1
"9081",-1,-1,-1,2,NA,-1,1,2
"9082",1,1,1,NA,NA,2,2,2
"9083",1,-1,-1,-1,NA,-1,-1,-1
"9084",2,NA,2,-1,NA,2,-1,-1
"9085",-2,NA,2,NA,NA,2,2,2
"9086",2,NA,-2,2,NA,2,-1,-1
"9087",0,NA,NA,NA,NA,2,NA,NA
"9088",0,NA,NA,NA,NA,2,-1,-1
"9089",2,NA,2,NA,NA,2,1,1
"9090",2,1,1,NA,NA,2,2,2
"9091",2,NA,1,NA,NA,2,2,2
"9092",2,0,NA,2,1,1,1,1
"9093",2,NA,NA,NA,-1,1,-1,-1
"9094",-2,-1,NA,1,NA,2,1,1
"9095",2,0,NA,NA,NA,1,-1,-1
"9096",2,1,1,NA,NA,1,-1,-1
"9097",0,NA,-1,NA,NA,1,-1,-1
"9098",-2,NA,1,NA,NA,1,-1,-1
"9099",2,-1,2,NA,NA,-1,1,0
"9100",2,1,NA,2,2,2,2,2
"9101",-2,-1,-1,NA,NA,-1,-1,-1
"9102",1,1,NA,1,NA,-2,1,1
"9103",-1,NA,1,2,NA,NA,-1,-1
"9104",2,1,2,NA,NA,0,-1,-1
"9105",1,-1,-1,NA,NA,2,1,1
"9106",1,NA,NA,NA,NA,1,-1,0
"9107",-2,NA,0,NA,NA,1,-1,1
"9108",-2,NA,NA,-1,NA,1,-1,1
"9109",-2,-1,NA,NA,1,1,0,0
"9110",-2,NA,1,-1,NA,2,-1,1
"9111",-2,-1,NA,NA,NA,2,-1,-1
"9112",2,NA,2,NA,NA,-1,1,1
"9113",-2,NA,2,NA,NA,-1,-2,1
"9114",0,1,1,NA,NA,-1,1,1
"9115",1,NA,-1,NA,NA,-1,1,1
"9116",1,-1,-1,NA,NA,2,-1,1
"9117",0,NA,0,NA,NA,2,1,1
"9118",2,NA,2,NA,NA,-1,2,2
"9119",-2,-1,1,NA,0,1,-1,1
"9120",1,1,2,NA,NA,0,2,2
"9121",1,-1,2,NA,NA,2,2,2
"9122",2,NA,-1,NA,NA,-1,2,2
"9123",-1,-1,-1,-1,NA,1,-1,-1
