"","trust_government","health_satisfaction","transport_satisfaction","admin_satisfaction","social_satisfaction","financial_satisfaction","food_markets_satisfaction","non_food_markets_satisfaction"
"5207",1,NA,-1,NA,NA,1,1,1
"5208",1,NA,-1,NA,NA,-1,1,1
"5209",1,NA,-2,NA,NA,-1,1,1
"5210",1,NA,-1,NA,NA,-1,1,1
"5211",-1,NA,-1,NA,NA,-1,1,1
"5212",-1,NA,-2,NA,NA,-1,1,1
"5213",1,NA,-1,NA,NA,-1,1,1
"5214",-2,2,1,0,NA,2,2,2
"5215",-1,-2,1,NA,NA,1,1,1
"5216",-1,NA,1,1,NA,1,1,1
"5217",-2,-2,-1,NA,NA,1,1,1
"5218",-2,-2,1,NA,NA,1,1,1
"5219",-2,NA,NA,NA,NA,2,2,2
"5220",0,-1,NA,0,NA,-2,1,0
"5221",2,NA,NA,2,-1,-1,-1,-1
"5222",2,NA,NA,NA,-1,1,1,1
"5223",0,NA,NA,NA,-1,-1,-1,-1
"5224",1,NA,NA,NA,-1,-1,1,1
"5225",-2,NA,-1,NA,NA,NA,-1,-1
"5226",1,-1,NA,NA,NA,1,1,-1
"5227",-1,1,1,NA,NA,1,1,1
"5228",2,NA,NA,NA,NA,1,1,1
"5229",-1,NA,1,1,-1,1,2,2
"5230",-2,NA,NA,1,-2,1,2,-2
"5231",-2,1,-1,NA,-2,1,1,1
"5232",-2,NA,NA,NA,NA,0,0,0
"5233",1,NA,0,2,NA,2,2,1
"5234",-2,-1,-2,NA,NA,NA,2,-1
"5235",-2,-2,NA,-2,NA,0,-2,-1
"5236",-2,NA,NA,NA,NA,-1,-1,-1
"5237",-2,NA,NA,2,NA,1,1,1
"5238",-2,0,NA,NA,1,1,1,1
"5239",-2,NA,1,1,NA,1,2,2
"5240",-2,-1,1,2,NA,1,1,1
"5241",-1,NA,NA,NA,NA,1,1,1
"5242",1,NA,NA,2,NA,-1,1,1
"5243",-2,1,0,NA,NA,1,1,-1
"5244",1,-1,-1,NA,1,1,-1,-1
"5245",1,NA,NA,NA,NA,-1,1,1
"5246",-2,-1,1,-1,NA,1,1,1
"5247",1,-1,NA,1,NA,NA,NA,NA
"5248",-2,-1,NA,NA,NA,NA,2,2
"5249",1,2,-2,NA,NA,1,-2,-2
"5250",2,NA,NA,NA,NA,-1,2,1
"5251",1,-1,-1,NA,NA,1,-1,-1
"5252",2,1,NA,NA,NA,-1,2,-2
"5253",-2,NA,NA,NA,NA,2,2,2
"5254",0,NA,NA,NA,NA,2,2,0
"5255",-2,1,1,NA,NA,1,-1,-1
"5256",1,NA,NA,1,NA,1,1,1
"5257",-2,NA,NA,NA,NA,NA,2,2
"5258",0,1,-2,NA,1,1,1,1
"5259",-2,NA,-1,NA,2,2,1,1
"5260",2,NA,NA,NA,1,0,NA,NA
"5261",-2,NA,-2,-1,NA,-2,-1,2
"5262",-2,NA,NA,NA,NA,0,1,1
"5263",-1,1,NA,NA,NA,2,2,2
"5264",1,NA,-1,NA,NA,1,-1,-1
"5265",1,NA,0,NA,NA,-1,1,1
"5266",0,NA,NA,2,NA,-1,-1,-1
"5267",1,2,NA,NA,NA,1,0,2
"5268",-2,NA,NA,NA,NA,1,-2,-2
"5269",-1,-2,NA,NA,NA,2,1,NA
"5270",-2,-2,-2,NA,NA,2,2,2
"5271",-2,-1,-1,-1,NA,1,-1,-1
"5272",-1,1,-1,1,NA,0,1,1
"5273",0,NA,NA,NA,NA,-2,2,NA
"5274",2,1,0,NA,NA,1,1,1
"5275",1,-1,-1,NA,NA,1,1,-1
"5276",-2,NA,-2,NA,NA,1,1,1
"5277",1,1,NA,NA,NA,-1,2,2
"5278",1,NA,NA,-1,NA,2,2,2
"5279",1,1,NA,NA,NA,1,1,1
"5280",0,-1,NA,NA,NA,0,1,NA
"5281",-2,-2,-1,-1,NA,1,1,1
"5282",1,1,NA,NA,NA,1,1,-1
"5283",1,2,NA,NA,NA,-2,2,2
"5284",-2,NA,-1,NA,NA,-1,1,1
"5285",-2,NA,NA,NA,NA,2,2,2
"5286",-2,-1,NA,NA,NA,-1,-1,-1
"5287",2,-2,NA,NA,NA,2,2,2
"5288",-2,-2,-2,-2,NA,0,-1,-1
"5289",2,NA,NA,1,0,-1,-2,-2
"5290",-2,-1,1,NA,NA,2,2,2
"5291",2,NA,NA,NA,NA,0,1,0
"5292",1,NA,-2,NA,NA,-1,1,-1
"5293",-2,NA,NA,NA,NA,1,2,-2
"5294",2,NA,NA,-2,NA,-2,2,1
"5295",-1,1,-2,1,NA,2,1,1
"5296",1,NA,NA,NA,NA,2,1,2
"5297",-2,1,1,NA,NA,1,1,1
"5298",2,NA,NA,NA,NA,2,2,2
"5299",1,NA,1,NA,NA,0,2,1
"5300",0,NA,-1,NA,1,-1,-1,-1
"5301",1,NA,0,0,2,2,2,2
"5302",-2,2,NA,-1,NA,2,-2,-2
"5303",2,NA,NA,2,NA,2,-1,-1
"5304",-2,NA,NA,2,NA,2,2,2
"5305",-1,1,0,NA,NA,0,1,1
"5306",-2,-1,NA,NA,NA,1,2,2
"5307",1,1,0,NA,NA,-1,1,1
"5308",0,1,-1,NA,1,-1,1,-1
"5309",1,NA,-1,NA,-1,-1,1,-1
"5310",2,1,1,NA,NA,1,1,1
"5311",-1,NA,NA,NA,NA,2,2,2
"5312",-2,-2,0,NA,NA,1,-1,-1
"5313",-1,NA,2,NA,NA,-1,2,-1
"5314",-2,-2,NA,NA,1,-1,2,2
"5315",-1,NA,1,NA,NA,2,2,2
"5316",1,NA,-2,0,NA,2,2,2
"5317",-2,-1,NA,2,-1,-1,-1,-2
"5318",2,NA,NA,NA,NA,2,1,1
"5319",-2,NA,NA,NA,NA,-1,1,1
"5320",0,NA,-1,0,NA,-1,1,1
"5321",-1,-2,-2,0,NA,1,1,1
"5322",-2,NA,NA,NA,NA,NA,-2,-2
"5323",-2,-1,-1,NA,NA,2,2,2
"5324",1,NA,NA,NA,NA,2,2,2
"5325",-2,-1,-1,NA,NA,2,2,2
"5326",1,NA,NA,1,NA,1,1,1
"5327",-2,NA,1,NA,NA,1,1,1
"5328",1,1,NA,NA,NA,1,1,1
"5329",1,NA,-1,0,NA,1,1,1
"5330",1,NA,NA,NA,NA,1,1,1
"5331",1,NA,NA,1,NA,1,1,1
"5332",-1,NA,NA,NA,NA,1,1,1
"5333",1,NA,NA,NA,NA,1,1,1
"5334",0,NA,NA,NA,NA,1,1,1
"5335",-2,NA,0,NA,NA,0,1,1
"5336",-2,-1,NA,-2,-1,-1,1,-1
"5337",-2,NA,NA,NA,NA,-1,2,2
"5338",-2,1,NA,1,2,-1,2,2
"5339",1,NA,-1,-1,NA,1,1,1
"5340",2,NA,NA,NA,NA,2,-1,-1
"5341",-2,NA,NA,NA,1,1,2,1
"5342",1,2,NA,NA,2,2,2,2
"5343",-2,NA,NA,-1,NA,2,1,1
"5344",-2,NA,NA,NA,1,2,2,2
"5345",-2,NA,NA,1,NA,NA,2,2
"5346",-2,NA,-2,NA,NA,NA,0,0
"5347",-2,NA,NA,NA,NA,2,2,2
"5348",-2,1,-2,NA,NA,1,1,1
"5349",-2,NA,-2,NA,NA,1,1,1
"5350",-2,NA,1,NA,NA,1,1,1
"5351",-2,NA,-2,NA,NA,1,1,1
"5352",1,NA,1,NA,NA,1,1,1
"5353",0,NA,NA,NA,NA,-1,-1,1
"5354",-2,NA,-2,NA,NA,1,1,1
"5355",-1,NA,-1,0,NA,1,-1,1
"5356",2,-1,-1,1,1,2,-1,NA
"5357",-2,NA,NA,2,-1,2,2,2
"5358",1,-2,-2,NA,NA,1,1,1
"5359",1,NA,0,NA,NA,0,1,2
"5360",-1,2,0,NA,NA,2,2,2
"5361",2,NA,0,NA,NA,-1,2,2
"5362",-2,2,NA,NA,NA,NA,-2,-2
"5363",-2,NA,0,NA,NA,1,1,1
"5364",-2,NA,NA,NA,NA,2,2,2
"5365",2,1,-1,NA,NA,1,1,1
"5366",-1,0,-1,-1,NA,1,1,1
"5367",1,-1,-2,-1,1,-1,1,-1
"5368",-1,-1,-1,NA,NA,-1,-1,-1
"5369",-2,NA,NA,-2,NA,-1,1,1
"5370",-1,-2,-2,NA,NA,2,2,1
"5371",2,NA,2,2,NA,2,2,2
"5372",2,NA,NA,NA,NA,NA,-1,-1
"5373",2,1,1,NA,NA,1,1,1
"5374",-2,-1,NA,-1,-1,-1,-2,-2
"5375",2,NA,NA,NA,NA,1,1,1
"5376",-2,NA,1,1,NA,2,-1,-1
"5377",0,NA,NA,NA,NA,2,2,2
"5378",0,NA,-1,NA,NA,-1,1,-1
"5379",-2,0,-1,-2,2,NA,2,2
"5380",2,NA,NA,NA,NA,2,2,2
"5381",-2,-2,NA,0,NA,1,2,2
"5382",0,-1,NA,1,NA,-1,1,-2
"5383",1,NA,1,NA,NA,-1,0,0
"5384",0,1,NA,1,NA,1,1,1
"5385",1,-1,-1,NA,NA,1,-1,-1
"5386",-1,-1,-1,NA,NA,2,2,2
"5387",-2,NA,NA,NA,NA,-1,-1,1
"5388",-2,NA,0,NA,NA,2,2,2
"5389",-2,-1,2,NA,NA,-2,-2,-2
"5390",2,NA,-2,1,-1,-1,1,-1
"5391",-2,NA,NA,-2,NA,2,2,2
"5392",0,1,2,2,NA,1,2,2
"5393",-1,-1,-1,NA,NA,1,-1,-1
"5394",-1,-2,NA,NA,NA,1,2,2
"5395",1,NA,2,NA,NA,2,2,2
"5396",2,NA,NA,NA,NA,2,2,2
"5397",0,1,1,NA,NA,1,1,1
"5398",-2,NA,NA,1,NA,2,2,2
"5399",0,NA,-1,NA,NA,1,1,-1
"5400",0,NA,1,-2,-2,-1,1,1
"5401",-1,-2,NA,1,NA,2,-2,1
"5402",-1,0,NA,NA,NA,-2,-1,1
"5403",2,NA,NA,NA,NA,2,2,2
"5404",-1,NA,-1,-2,NA,0,-1,0
"5405",1,0,NA,NA,NA,-1,1,-1
"5406",0,1,NA,NA,NA,1,2,2
"5407",-1,-1,-1,NA,NA,1,1,1
"5408",-2,-1,0,-1,NA,2,2,-1
"5409",-2,NA,-1,NA,NA,1,2,2
"5410",-2,-1,NA,2,NA,2,2,2
"5411",0,NA,NA,NA,NA,2,2,2
"5412",0,NA,-2,-1,NA,-1,-1,-1
"5413",-2,-1,1,NA,NA,1,1,1
"5414",2,1,NA,1,NA,1,-1,1
"5415",-1,1,-1,NA,NA,1,1,1
"5416",2,NA,NA,NA,NA,2,2,2
"5417",0,-1,NA,NA,1,1,-1,-1
"5418",-2,NA,NA,NA,2,2,2,2
"5419",1,-2,NA,NA,NA,NA,2,2
"5420",1,1,NA,NA,NA,1,0,0
"5421",1,2,2,NA,NA,1,2,2
"5422",0,2,NA,NA,NA,1,2,2
"5423",1,NA,-1,1,NA,1,1,1
"5424",-2,NA,NA,2,NA,2,-1,1
"5425",-2,-1,NA,NA,NA,2,-1,-1
"5426",-2,NA,NA,1,NA,1,-1,-1
"5427",1,-1,NA,NA,1,1,1,1
"5428",2,-1,NA,-1,NA,1,-1,-1
"5429",2,-1,NA,NA,NA,NA,2,2
"5430",2,NA,NA,NA,1,-1,2,2
"5431",1,0,NA,NA,NA,2,2,2
"5432",1,1,0,NA,NA,0,1,1
"5433",-2,-1,-1,NA,NA,-1,2,-1
"5434",-2,NA,NA,NA,NA,2,2,2
"5435",1,-1,-1,NA,NA,1,-1,-1
"5436",2,1,NA,NA,NA,-1,1,1
"5437",-2,1,-1,NA,NA,2,-1,1
"5438",1,2,NA,NA,NA,-1,2,-1
"5439",1,0,NA,NA,NA,0,0,0
"5440",1,NA,NA,NA,NA,-1,2,-1
"5441",-2,NA,0,NA,NA,-1,-1,1
"5442",-1,NA,0,NA,NA,1,1,-1
"5443",-1,NA,NA,NA,NA,-1,2,2
"5444",1,1,NA,NA,NA,1,2,2
"5445",-1,NA,-1,NA,NA,0,2,0
"5446",0,NA,-1,NA,NA,-1,1,1
"5447",1,NA,NA,NA,NA,1,1,1
"5448",1,NA,0,NA,NA,1,1,1
"5449",1,NA,1,NA,NA,1,1,1
"5450",1,NA,0,NA,NA,1,1,1
"5451",1,NA,1,NA,NA,1,1,1
"5452",1,NA,1,NA,NA,1,1,1
"5453",1,NA,1,NA,NA,1,1,1
"5454",1,NA,1,NA,NA,2,2,-1
"5455",0,2,1,NA,NA,2,1,2
"5456",-2,NA,NA,NA,NA,0,-1,2
"5457",1,1,1,NA,NA,-2,1,0
"5458",-2,NA,NA,NA,NA,NA,-1,-2
"5459",-2,NA,-1,NA,NA,1,1,1
"5460",-2,NA,-2,NA,NA,1,1,1
"5461",-2,NA,-1,-1,NA,1,1,1
"5462",-2,NA,-1,NA,NA,1,1,1
"5463",-2,NA,-1,NA,NA,1,1,1
"5464",-2,NA,NA,NA,NA,1,1,1
"5465",-1,0,1,1,NA,1,0,0
"5466",-2,2,NA,NA,NA,2,-2,NA
"5467",0,NA,NA,-2,NA,2,NA,NA
"5468",-2,NA,-2,NA,NA,-1,1,1
"5469",-2,2,NA,2,NA,2,1,1
"5470",-2,1,NA,2,1,1,1,1
"5471",-2,1,NA,1,NA,1,1,1
"5472",-2,NA,-2,NA,NA,1,1,1
"5473",-2,NA,0,NA,NA,1,1,1
"5474",-2,2,0,NA,NA,2,2,0
"5475",-2,NA,0,NA,1,0,-1,-1
"5476",2,NA,NA,2,NA,-1,2,2
"5477",-2,-2,-2,2,NA,1,2,0
"5478",1,NA,NA,NA,NA,1,1,1
"5479",1,-1,0,NA,NA,2,2,-1
"5480",0,NA,NA,NA,1,1,1,0
"5481",-1,NA,2,NA,NA,-1,1,1
"5482",-2,NA,1,NA,1,0,1,0
"5483",-2,NA,NA,NA,NA,0,1,0
"5484",1,NA,0,NA,1,-1,-1,-1
"5485",2,NA,0,NA,NA,1,1,0
"5486",2,1,1,NA,NA,-1,1,0
"5487",2,NA,NA,NA,NA,-1,1,1
"5488",-1,NA,NA,1,NA,-1,-1,-1
"5489",0,1,0,1,NA,1,2,0
"5490",-2,1,0,0,NA,1,-1,-1
"5491",2,NA,NA,-1,NA,-1,2,-1
"5492",-1,NA,NA,NA,NA,-1,1,-1
"5493",-2,NA,1,1,NA,2,2,2
"5494",1,NA,NA,NA,2,2,2,2
"5495",1,NA,-1,0,NA,2,2,2
"5496",1,-1,-1,1,NA,1,1,1
"5497",-1,NA,NA,1,NA,2,2,1
"5498",2,NA,2,NA,NA,2,2,2
"5499",1,NA,1,-2,NA,2,1,NA
"5500",-2,NA,NA,NA,NA,2,-1,-1
"5501",1,NA,-2,NA,NA,2,2,2
"5502",2,NA,NA,1,NA,2,2,-2
"5503",-2,-1,NA,1,NA,1,2,2
"5504",2,-1,NA,NA,NA,2,2,2
"5505",-2,NA,NA,NA,NA,2,-1,-1
"5506",-2,NA,-1,NA,NA,1,1,1
"5507",2,NA,NA,NA,NA,2,1,1
"5508",1,NA,NA,NA,NA,2,NA,NA
"5509",-2,1,2,1,NA,1,2,2
"5510",0,NA,1,-2,NA,2,2,2
"5511",-1,-1,-1,NA,NA,-1,0,-1
"5512",0,NA,NA,1,NA,2,2,-1
"5513",1,NA,NA,NA,NA,2,-1,0
"5514",-2,-1,-2,NA,-1,1,-1,-1
"5515",-2,-1,NA,2,NA,2,1,1
"5516",-2,-1,NA,-1,1,2,2,-1
"5517",2,NA,NA,NA,NA,2,2,2
"5518",-2,-1,-1,1,NA,1,-1,-1
"5519",0,NA,NA,NA,NA,2,2,-1
"5520",1,0,0,NA,NA,1,1,1
"5521",-2,1,1,1,NA,2,1,1
"5522",-2,NA,-2,NA,NA,1,-1,-1
"5523",2,-1,1,-1,NA,1,2,1
"5524",1,NA,-1,1,NA,-1,1,1
"5525",-2,2,NA,NA,NA,2,2,2
"5526",1,NA,-1,NA,NA,1,2,2
"5527",-2,NA,NA,NA,NA,1,-2,-1
"5528",-1,1,NA,2,NA,2,2,2
"5529",-2,-1,NA,1,NA,2,2,2
"5530",-2,NA,-1,NA,NA,1,1,1
"5531",-1,NA,NA,NA,NA,0,1,2
"5532",1,-2,NA,NA,NA,2,1,-1
"5533",-1,-1,-1,2,NA,1,2,2
"5534",0,NA,1,NA,NA,1,-1,-1
"5535",-1,2,NA,NA,NA,2,2,2
"5536",-2,-1,NA,NA,NA,2,2,2
"5537",2,NA,NA,NA,NA,0,1,1
"5538",0,1,-1,NA,NA,1,1,1
"5539",1,1,NA,NA,NA,1,1,1
"5540",1,-2,NA,1,NA,-1,-1,2
"5541",-2,NA,NA,NA,NA,2,1,2
"5542",-1,NA,NA,NA,NA,2,2,2
"5543",1,NA,NA,NA,NA,2,2,2
"5544",-1,1,1,NA,NA,1,0,-1
"5545",-2,NA,-1,-2,NA,2,2,2
"5546",-2,NA,NA,NA,NA,2,2,2
"5547",-2,NA,NA,NA,NA,1,1,-1
"5548",1,-1,2,2,NA,2,2,2
"5549",1,-2,0,-1,NA,2,2,2
"5550",-2,NA,NA,NA,NA,1,-2,-2
"5551",-1,NA,0,NA,NA,1,2,1
"5552",2,2,NA,2,NA,2,2,2
"5553",-2,NA,NA,1,NA,-1,1,1
"5554",1,NA,0,1,NA,2,1,1
"5555",1,1,0,1,NA,2,1,1
"5556",1,0,NA,NA,NA,2,2,2
"5557",-2,-1,2,1,NA,0,2,2
"5558",2,NA,NA,NA,NA,0,1,1
"5559",0,NA,NA,NA,NA,0,-1,0
"5560",-2,1,1,NA,NA,1,2,2
"5561",-2,NA,0,NA,NA,-1,1,1
"5562",1,1,NA,1,1,1,1,1
"5563",-1,NA,NA,NA,NA,2,2,2
"5564",-2,NA,NA,NA,NA,0,1,1
"5565",2,NA,NA,NA,NA,-1,1,1
"5566",-2,-1,NA,NA,NA,2,2,2
"5567",1,NA,NA,-1,NA,1,-2,-2
"5568",2,NA,2,NA,NA,2,2,-1
"5569",-2,2,NA,NA,NA,2,2,2
"5570",-1,1,1,NA,NA,-1,2,2
"5571",-2,-1,NA,NA,NA,1,1,1
"5572",-2,2,NA,1,NA,2,2,2
"5573",2,-1,NA,NA,NA,1,-1,-1
"5574",-1,NA,0,NA,NA,0,1,0
"5575",-2,NA,-1,NA,NA,1,1,1
"5576",1,-1,NA,NA,NA,2,-1,-1
"5577",1,NA,NA,NA,NA,1,1,1
"5578",1,NA,-2,NA,NA,1,1,1
"5579",1,NA,-1,NA,NA,1,1,1
"5580",1,NA,-1,NA,NA,1,1,1
"5581",-1,NA,1,NA,NA,1,2,2
"5582",1,NA,-1,NA,NA,1,-1,-1
"5583",2,NA,1,NA,NA,1,1,1
"5584",1,NA,-1,-1,NA,-1,-1,-1
"5585",2,NA,NA,NA,NA,2,2,2
"5586",0,2,2,2,NA,2,2,2
"5587",0,NA,-1,NA,NA,2,2,2
"5588",1,NA,-2,NA,NA,2,1,1
"5589",1,NA,1,2,2,1,2,2
"5590",-2,NA,NA,NA,NA,NA,1,0
"5591",-2,1,-1,NA,NA,0,-1,-1
"5592",-2,NA,1,NA,NA,1,1,1
"5593",-2,NA,1,NA,NA,1,1,1
"5594",-2,NA,1,NA,NA,1,1,1
"5595",-2,NA,1,NA,NA,1,1,1
"5596",2,0,1,-1,NA,-1,1,0
"5597",-2,-1,-1,NA,NA,1,-1,-1
"5598",1,NA,2,-2,NA,1,2,2
"5599",-2,NA,NA,-1,NA,-1,1,2
"5600",-2,0,2,NA,NA,2,-1,0
"5601",-1,1,0,-1,NA,1,1,0
"5602",0,1,1,NA,NA,1,1,1
"5603",1,1,0,1,NA,1,1,1
"5604",-2,NA,NA,NA,0,2,2,-1
"5605",-1,NA,NA,1,NA,2,1,1
"5606",-2,1,1,NA,1,2,2,-1
"5607",-2,-2,-2,NA,NA,2,2,1
"5608",-2,NA,NA,1,NA,2,0,1
"5609",2,NA,NA,0,NA,1,-1,-2
"5610",-2,0,0,2,NA,NA,1,1
"5611",-1,NA,0,NA,NA,2,2,2
"5612",-2,2,1,NA,NA,0,2,2
"5613",-1,2,0,NA,NA,NA,2,2
"5614",-2,NA,1,NA,NA,2,1,1
"5615",1,NA,NA,NA,NA,2,1,1
"5616",-2,NA,NA,NA,NA,2,2,2
"5617",-2,NA,NA,NA,NA,1,0,0
"5618",-2,NA,-2,NA,NA,0,2,-1
"5619",1,NA,NA,NA,NA,NA,-1,-1
"5620",1,2,NA,0,NA,2,2,2
"5621",-2,2,NA,NA,NA,-1,1,1
"5622",-1,NA,-1,NA,NA,2,2,2
"5623",1,0,0,NA,NA,1,1,1
"5624",0,1,2,2,NA,2,1,1
"5625",-2,-2,NA,NA,NA,1,1,1
"5626",2,2,1,NA,NA,1,2,-1
"5627",-2,-1,1,0,NA,1,1,2
"5628",-2,2,NA,NA,NA,2,2,-1
"5629",-1,-1,NA,NA,NA,1,1,1
"5630",1,NA,0,NA,NA,1,2,1
"5631",1,NA,NA,NA,NA,2,-1,-1
"5632",-1,NA,NA,-1,NA,-1,1,1
"5633",1,-2,1,NA,NA,1,1,1
"5634",-1,NA,0,NA,NA,1,1,1
"5635",1,-1,-1,1,1,1,1,-1
"5636",2,2,NA,NA,NA,2,1,1
"5637",2,2,NA,0,NA,-2,1,1
"5638",0,1,0,NA,NA,2,1,1
"5639",0,1,-2,NA,1,1,-1,-2
"5640",0,-2,NA,NA,NA,2,1,1
"5641",-1,NA,NA,NA,NA,2,2,2
"5642",-2,NA,NA,NA,NA,NA,1,1
"5643",-2,NA,-1,NA,NA,NA,2,2
"5644",1,NA,-1,NA,NA,1,2,2
"5645",2,1,1,NA,NA,1,2,1
"5646",-2,2,1,NA,NA,1,2,2
"5647",-2,NA,-2,0,NA,-1,-1,-1
"5648",1,NA,-1,NA,NA,2,1,1
"5649",-2,-1,-1,NA,-1,-1,-1,-1
"5650",-2,1,-2,1,NA,2,1,0
"5651",1,1,2,NA,NA,2,2,2
"5652",0,1,NA,-2,NA,-1,2,2
"5653",1,NA,1,-1,NA,1,1,1
"5654",1,NA,NA,NA,NA,NA,-1,-1
"5655",2,0,-2,NA,NA,2,1,1
"5656",1,NA,1,NA,NA,1,1,1
"5657",1,NA,-1,NA,NA,1,-1,-1
"5658",2,-1,-1,NA,-1,2,2,2
"5659",1,2,0,NA,NA,2,1,0
"5660",-2,NA,NA,NA,NA,1,2,-1
"5661",1,NA,2,NA,NA,2,2,2
"5662",1,NA,-2,NA,NA,1,2,2
"5663",1,NA,1,NA,NA,2,2,2
"5664",2,2,1,NA,NA,-1,2,2
"5665",-2,NA,1,1,NA,2,2,2
"5666",0,0,0,NA,NA,2,2,2
"5667",0,NA,-1,NA,1,1,-1,-1
"5668",-1,2,-2,1,NA,-1,2,2
"5669",0,NA,NA,NA,NA,0,1,1
"5670",2,NA,NA,1,NA,NA,1,1
"5671",0,NA,NA,NA,NA,2,2,-1
"5672",-2,NA,NA,NA,1,1,-2,-2
"5673",-1,2,0,-1,NA,-1,1,2
"5674",-2,NA,2,NA,NA,2,2,0
"5675",2,NA,2,NA,NA,-1,2,2
"5676",-1,NA,1,NA,NA,2,1,1
"5677",-2,1,NA,NA,NA,2,-1,-1
"5678",1,-1,2,-1,NA,2,2,2
"5679",0,-1,-1,NA,1,1,1,-1
"5680",-2,-1,2,1,NA,-1,-2,-1
"5681",1,NA,0,1,NA,2,2,2
"5682",-1,NA,NA,NA,NA,NA,-1,-1
"5683",-1,NA,-2,NA,NA,0,1,-1
"5684",0,2,-1,NA,NA,2,2,2
"5685",0,NA,-2,-1,NA,-1,2,-1
"5686",-1,2,1,NA,NA,1,2,1
"5687",-1,1,1,NA,NA,1,1,1
"5688",-2,NA,1,NA,NA,-2,-1,-1
"5689",1,NA,NA,NA,NA,1,1,1
"5690",-2,2,NA,1,NA,2,2,2
"5691",1,-1,NA,NA,1,1,-1,-1
"5692",-1,1,-1,2,NA,2,0,-1
"5693",1,NA,NA,NA,NA,1,1,1
"5694",2,2,1,NA,NA,2,-1,1
"5695",1,2,-2,NA,2,2,2,2
"5696",-1,NA,NA,NA,NA,-1,1,1
"5697",-2,2,-1,NA,NA,-2,2,2
"5698",2,NA,-1,NA,NA,2,2,1
"5699",2,NA,NA,1,NA,2,2,2
"5700",1,1,NA,NA,NA,2,2,2
"5701",1,2,-1,NA,NA,1,2,NA
"5702",1,NA,2,NA,NA,2,-1,-1
"5703",1,NA,0,NA,NA,1,1,1
"5704",-2,NA,0,NA,NA,1,1,1
"5705",2,2,NA,NA,NA,1,-1,-1
"5706",2,NA,NA,NA,NA,1,1,1
"5707",-2,NA,1,NA,NA,1,2,2
"5708",-1,NA,-1,NA,NA,1,1,1
"5709",-1,NA,-1,NA,NA,2,2,2
"5710",-1,NA,1,NA,NA,1,1,1
"5711",1,NA,-1,NA,NA,-1,1,1
"5712",1,NA,-1,NA,NA,-1,1,1
"5713",1,NA,-2,NA,NA,-1,1,1
"5714",1,NA,NA,NA,NA,1,-1,-1
"5715",1,NA,-1,NA,NA,NA,1,1
"5716",1,NA,NA,NA,NA,NA,1,1
"5717",-1,NA,1,NA,NA,-1,2,-1
"5718",-1,1,0,NA,NA,1,1,1
"5719",2,2,NA,NA,NA,2,2,2
"5720",-2,1,NA,NA,NA,1,2,1
"5721",1,NA,NA,2,2,2,2,2
"5722",1,0,-1,1,NA,2,-1,0
"5723",-2,NA,NA,NA,1,1,1,-1
"5724",0,-1,2,1,NA,2,2,2
"5725",1,-1,2,2,NA,2,2,2
"5726",2,1,-2,1,NA,2,-1,-1
"5727",0,NA,NA,1,NA,2,1,1
"5728",0,NA,NA,1,NA,2,1,2
"5729",-2,NA,NA,-1,NA,1,1,-1
"5730",2,NA,NA,NA,NA,2,1,NA
"5731",0,NA,NA,NA,NA,2,-1,-1
"5732",1,NA,NA,NA,NA,1,2,1
"5733",-1,NA,0,NA,NA,1,1,1
"5734",1,1,NA,NA,NA,2,2,2
"5735",-1,1,-1,NA,NA,0,1,-2
"5736",-2,0,-2,NA,1,2,1,0
"5737",-2,NA,1,NA,NA,1,1,1
"5738",-2,NA,0,NA,NA,1,1,1
"5739",-1,-1,-1,-1,NA,1,1,1
"5740",2,2,-1,2,NA,2,2,2
"5741",1,-1,NA,2,1,2,-1,-1
"5742",2,NA,1,NA,NA,1,2,2
"5743",-2,NA,-1,NA,-1,-1,2,2
"5744",1,NA,-1,NA,NA,-1,2,2
"5745",1,NA,1,NA,-1,2,2,2
"5746",2,1,1,NA,2,1,2,2
"5747",-2,NA,1,NA,NA,-1,2,2
"5748",-2,1,-2,NA,NA,1,1,1
"5749",-2,NA,NA,-2,NA,1,-1,-1
"5750",-2,NA,NA,NA,NA,1,1,1
"5751",-1,1,-1,NA,NA,1,1,1
"5752",2,NA,2,1,NA,2,2,1
"5753",-2,1,-1,NA,NA,1,2,2
"5754",1,-1,1,NA,NA,2,2,2
"5755",1,NA,NA,NA,NA,1,1,1
"5756",0,2,1,2,NA,2,2,0
"5757",-1,1,NA,1,NA,2,1,NA
"5758",1,NA,-1,NA,NA,1,1,1
"5759",1,1,NA,NA,NA,2,2,2
"5760",-2,1,-2,NA,NA,2,2,2
"5761",-2,NA,NA,NA,1,-1,1,1
"5762",1,1,NA,NA,NA,1,1,1
"5763",-2,-2,-1,NA,-2,1,-2,NA
"5764",1,-1,NA,NA,NA,-1,-1,1
"5765",0,NA,1,-1,NA,2,2,1
"5766",1,2,NA,NA,NA,2,2,2
"5767",-2,2,1,NA,NA,2,1,1
"5768",2,NA,NA,NA,NA,0,1,2
"5769",0,NA,0,2,NA,0,1,1
"5770",1,NA,NA,2,NA,2,2,2
"5771",-2,1,-1,1,NA,1,1,1
"5772",-2,2,1,NA,NA,2,2,2
"5773",2,NA,NA,NA,NA,1,1,1
"5774",-1,NA,0,1,NA,1,1,1
"5775",1,NA,1,NA,NA,2,-1,-1
"5776",-2,NA,1,NA,NA,1,-1,-2
"5777",-2,NA,NA,NA,1,0,-1,-1
"5778",1,NA,-1,NA,2,2,1,1
